,Incident Year,Incident Month,Incident Day,Operator ID,Operator,Aircraft,Airport ID,Airport,State,Flight Phase,Visibility,Height,Speed,Distance,Species ID,Species Name,Species Quantity,Flight Impact,incident_date,Birdstrikes_N,name,elevation_ft,municipality,coordinates,long,lat,zipcode,incident_date,prcp,avg_wind_speed
218,2010,4,11,SWA,SOUTHWEST AIRLINES,B-737-700,KOKC,WILL ROGERS WORLD ARPT,OK,TAKEOFF RUN,DAY,0.0,120.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-11,53,Will Rogers World Airport,1295.0,Oklahoma City,"-97.60070037841797, 35.39310073852539",-97.60070037841797, 35.39310073852539,73159,2010-04-11,0,55
219,2010,4,12,UAL,UNITED AIRLINES,B-757-200,KSFO,SAN FRANCISCO INTL ARPT,CA,CLIMB,NIGHT,50.0,150.0,0.0,J2204,CANADA GOOSE,2-10,NONE,2010-04-12,155,San Francisco International Airport,13.0,San Francisco,"-122.375, 37.61899948120117",-122.375, 37.61899948120117,94128,2010-04-12,137,55
220,2010,4,12,JBU,JETBLUE AIRWAYS,A-320,KLGB,LONG BEACH-DAUGH FLD,CA,TAKEOFF RUN,DAY,0.0,130.0,0.0,YI013,CAVE SWALLOW,1,NONE,2010-04-12,54,Long Beach /Daugherty Field/ Airport,60.0,Long Beach,"-118.1520004, 33.81769943",-118.1520004, 33.81769943,90807,2010-04-12,127,34
221,2010,4,12,EGF,AMERICAN EAGLE AIRLINES,EMB-135,KRDU,RALEIGH-DURHAM INTL,NC,APPROACH,DUSK,5.0,120.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-12,89,Raleigh Durham International Airport,435.0,Raleigh/Durham,"-78.7874984741211, 35.877601623535156",-78.7874984741211, 35.877601623535156,27560,2010-04-12,0,18
222,2010,4,13,SWA,SOUTHWEST AIRLINES,B-737-500,KCMH,PORT COLUMBUS INTL,OH,APPROACH,DAY,30.0,135.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-13,71,John Glenn Columbus International Airport,815.0,Columbus,"-82.891899, 39.998001",-82.891899, 39.998001,43219,2010-04-13,0,42
223,2010,4,13,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KGSP,GREENVILLE-SPARTANBURG INTL,SC,CLIMB,DAY,20.0,120.0,0.0,N5111,KILLDEER,1,NONE,2010-04-13,16,Greenville Spartanburg International Airport,964.0,Greenville,"-82.2189025879, 34.8956985474",-82.2189025879, 34.8956985474,29651,2010-04-13,0,24
224,2010,4,13,BUS,BUSINESS,BE-90  KING,KTVR,VICKSBURG TALLULAH REGIONAL ARPT,MS,TAKEOFF RUN,DAY,0.0,60.0,0.0,N5111,KILLDEER,1,ABORTED TAKEOFF,2010-04-13,1,Vicksburg Tallulah Regional Airport,86.0,"Tallulah/Vicksburg, Ms","-91.02770233154297, 32.351600646972656",-91.02770233154297, 32.351600646972656,71282,2010-04-13,0,22
225,2010,4,13,FFT,FRONTIER AIRLINES,A-319,KDEN,DENVER INTL AIRPORT,CO,APPROACH,DAY,300.0,150.0,1.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-13,322,Denver International Airport,5431.0,Denver,"-104.672996521, 39.861698150635",-104.672996521, 39.861698150635,80249,2010-04-13,0,98
226,2010,4,14,SKW,SKYWEST AIRLINES,CRJ900,KSLC,SALT LAKE CITY INTL,UT,APPROACH,DAY,50.0,140.0,0.0,YI003,BANK SWALLOW,1,NONE,2010-04-14,123,Salt Lake City International Airport,4227.0,Salt Lake City,"-111.97799682617188, 40.78839874267578",-111.97799682617188, 40.78839874267578,84116,2010-04-14,0,29
227,2010,4,14,AAY,ALLEGIANT AIR,MD-82,KTOL,TOLEDO EXPRESS ARPT,OH,TAKEOFF RUN,DAY,0.0,110.0,0.0,ZZ201,HOUSE SPARROW,1,NONE,2010-04-14,10,Toledo Express Airport,683.0,Toledo,"-83.80780029, 41.58679962",-83.80780029, 41.58679962,43558,2010-04-14,0,25
228,2010,4,14,TRS,AIRTRAN AIRWAYS,B-737-700,KATL,HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,APPROACH,NIGHT,4000.0,250.0,15.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-14,96,Hartsfield Jackson Atlanta International Airport,1026.0,Atlanta,"-84.428101, 33.6367",-84.428101, 33.6367,30337,2010-04-14,0,16
229,2010,4,16,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KEVV,EVANSVILLE REGIONAL,IN,LANDING ROLL,DAY,0.0,138.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-16,37,Evansville Regional Airport,418.0,Evansville,"-87.5324020386, 38.0369987488",-87.5324020386, 38.0369987488,47725,2010-04-16,0,40
230,2010,4,16,SWA,SOUTHWEST AIRLINES,B-737-700,KDEN,DENVER INTL AIRPORT,CO,CLIMB,DAY,500.0,150.0,1.0,UNKBL,UNKNOWN LARGE BIRD,1,NONE,2010-04-16,322,Denver International Airport,5431.0,Denver,"-104.672996521, 39.861698150635",-104.672996521, 39.861698150635,80249,2010-04-16,0,52
231,2010,4,16,FDX,FEDEX EXPRESS,B-777-200,KMEM,MEMPHIS INTL,TN,TAKEOFF RUN,DAY,0.0,170.0,0.0,ZT001,EASTERN MEADOWLARK,1,NONE,2010-04-16,299,Memphis International Airport,341.0,Memphis,"-89.97669982910156, 35.04240036010742",-89.97669982910156, 35.04240036010742,38116,2010-04-16,0,26
232,2010,4,16,SWA,SOUTHWEST AIRLINES,B-737-700,KTPA,TAMPA INTL,FL,APPROACH,NIGHT,4000.0,220.0,10.0,NE1,GULL,1,NONE,2010-04-16,86,Tampa International Airport,26.0,Tampa,"-82.533203125, 27.975500106811523",-82.533203125, 27.975500106811523,33607,2010-04-16,0,31
233,2010,4,16,SWA,SOUTHWEST AIRLINES,B-737-300,KAMA,RICK HUSBAND AMARILLO INTL,TX,TAKEOFF RUN,DAY,0.0,95.0,0.0,NE1,GULL,2-10,ABORTED TAKEOFF,2010-04-16,12,Rick Husband Amarillo International Airport,3607.0,Amarillo,"-101.706001, 35.219398",-101.706001, 35.219398,79111,2010-04-16,312,81
234,2010,4,16,BUS,BUSINESS,BE-400 BJET,KBKL,BURKE LAKEFRONT,OH,TAKEOFF RUN,DAY,0.0,80.0,0.0,NE104,RING-BILLED GULL,1,ABORTED TAKEOFF,2010-04-16,9,Burke Lakefront Airport,583.0,Cleveland,"-81.68329620361328, 41.51750183105469",-81.68329620361328, 41.51750183105469,44114,2010-04-16,41,65
235,2010,4,16,SWA,SOUTHWEST AIRLINES,B-737-700,KSMF,SACRAMENTO INTL,CA,APPROACH,NIGHT,1200.0,135.0,3.0,ZX309,WHITE-CROWNED SPARROW,1,NONE,2010-04-16,347,Sacramento International Airport,27.0,Sacramento,"-121.59100341796875, 38.69540023803711",-121.59100341796875, 38.69540023803711,95837,2010-04-16,0,26
236,2010,4,18,BUS,BUSINESS,GULFSTREAM V,KIXD,NEW CENTURY AIRCENTER ARPT,KS,DESCENT,NIGHT,4000.0,250.0,30.0,UNKBL,UNKNOWN LARGE BIRD,1,NONE,2010-04-18,3,New Century Aircenter Airport,1087.0,Olathe,"-94.890296936, 38.8308982849",-94.890296936, 38.8308982849,66031,2010-04-18,0,17
237,2010,4,18,SKW,SKYWEST AIRLINES,CRJ900,KSLC,SALT LAKE CITY INTL,UT,APPROACH,DAY,50.0,150.0,0.0,K3502,NORTHERN HARRIER,1,NONE,2010-04-18,123,Salt Lake City International Airport,4227.0,Salt Lake City,"-111.97799682617188, 40.78839874267578",-111.97799682617188, 40.78839874267578,84116,2010-04-18,0,33
238,2010,4,18,HAL,HAWAIIAN AIR,B-717-200,PHOG,KAHULUI ARPT,HI,LANDING ROLL,DAWN,0.0,140.0,0.0,R1101,BARN OWL,1,NONE,2010-04-18,51,Kahului Airport,54.0,Kahului,"-156.429993, 20.8986",-156.429993, 20.8986,96732,2010-04-18,0,65
239,2010,4,19,JBU,JETBLUE AIRWAYS,EMB-190,KMCO,ORLANDO INTL,FL,APPROACH,DAY,50.0,150.0,0.0,NE217,LEAST TERN,1,NONE,2010-04-19,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827,2010-04-19,315,29
240,2010,4,19,SKW,SKYWEST AIRLINES,EMB-120,KSEA,SEATTLE-TACOMA INTL,WA,APPROACH,NIGHT,5000.0,180.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-19,51,Seattle Tacoma International Airport,433.0,Seattle,"-122.308998, 47.449001",-122.308998, 47.449001,98158,2010-04-19,0,29
241,2010,4,19,AWE,US AIRWAYS,A-321,KPHX,PHOENIX SKY HARBOR INTL ARPT,AZ,CLIMB,DUSK,10000.0,250.0,3.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-19,88,Phoenix Sky Harbor International Airport,1135.0,Phoenix,"-112.01200103759766, 33.43429946899414",-112.01200103759766, 33.43429946899414,85034,2010-04-19,0,20
242,2010,4,19,BUS,BUSINESS,CIRRUS SR 20/22,KSFB,ORLANDO SANFORD INTL ARPT,FL,LANDING ROLL,DAY,0.0,40.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-19,107,Orlando Sanford International Airport,55.0,Orlando,"-81.23750305175781, 28.777599334716797",-81.23750305175781, 28.777599334716797,32773,2010-04-19,33,28
243,2010,4,20,NHK,FAA,BE-300 KING,KFTY,FULTON COUNTY ARPT - BROWN FIELD,GA,LANDING ROLL,NIGHT,0.0,40.0,0.0,1G11,WHITE-TAILED DEER,1,ENGINE SHUT DOWN,2010-04-20,5,Fulton County Airport Brown Field,841.0,Atlanta,"-84.5214004517, 33.7790985107",-84.5214004517, 33.7790985107,30336,2010-04-20,81,7
244,2010,4,20,BUS,BUSINESS,BE-90  KING,KGFK,GRAND FORKS INTL,ND,APPROACH,NIGHT,2100.0,120.0,5.0,UNKBM,UNKNOWN MEDIUM BIRD,1,PRECAUTIONARY LANDING,2010-04-20,17,Grand Forks International Airport,845.0,Grand Forks,"-97.176102, 47.949299",-97.176102, 47.949299,58203,2010-04-20,0,47
245,2010,4,21,SWA,SOUTHWEST AIRLINES,B-737-200,KBHM,BIRMINGHAM-SHUTTLESWORTH INTL,AL,APPROACH,DAY,50.0,140.0,0.0,O2205,MOURNING DOVE,1,NONE,2010-04-21,47,Birmingham-Shuttlesworth International Airport,650.0,Birmingham,"-86.75350189, 33.56290054",-86.75350189, 33.56290054,35212,2010-04-21,0,10
246,2010,4,21,SWA,SOUTHWEST AIRLINES,B-737-700,KAUS,AUSTIN-BERGSTROM INTL,TX,DESCENT,NIGHT,7000.0,230.0,23.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-21,213,Austin Bergstrom International Airport,542.0,Austin,"-97.6698989868164, 30.194499969482422",-97.6698989868164, 30.194499969482422,78719,2010-04-21,0,31
247,2010,4,21,BOE,BOEING COMMERCIAL AIRPLANE GRP,B-777-200,KMWH,GRANT COUNTY ARPT,WA,APPROACH,DAY,20.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-21,9,Grant County International Airport,1189.0,Moses Lake,"-119.3199997, 47.20769882",-119.3199997, 47.20769882,98837,2010-04-21,0,58
248,2010,4,21,SWA,SOUTHWEST AIRLINES,B-737-300,KDAL,DALLAS LOVE FIELD ARPT,TX,APPROACH,NIGHT,2500.0,210.0,7.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-21,171,Dallas Love Field,487.0,Dallas,"-96.851799, 32.847099",-96.851799, 32.847099,75235,2010-04-21,0,48
249,2010,4,21,SWA,SOUTHWEST AIRLINES,B-737-700,KFLL,FORT LAUDERDALE/HOLLYWOOD INTL,FL,APPROACH,NIGHT,1500.0,150.0,4.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-21,165,Fort Lauderdale Hollywood International Airport,9.0,Fort Lauderdale,"-80.152702, 26.072599",-80.152702, 26.072599,33315,2010-04-21,81,31
250,2010,4,22,BUS,BUSINESS,DA-2000,KCPS,ST LOUIS DOWNTOWN,IL,APPROACH,DAY,10.0,150.0,0.0,N5111,KILLDEER,1,NONE,2010-04-22,18,St Louis Downtown Airport,413.0,Cahokia/St Louis,"-90.1561965942, 38.570701599100005",-90.1561965942, 38.570701599100005,62206,2010-04-22,0,20
251,2010,4,22,SWA,SOUTHWEST AIRLINES,B-737-300,KPHX,PHOENIX SKY HARBOR INTL ARPT,AZ,LANDING ROLL,DAY,0.0,138.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-22,88,Phoenix Sky Harbor International Airport,1135.0,Phoenix,"-112.01200103759766, 33.43429946899414",-112.01200103759766, 33.43429946899414,85034,2010-04-22,10,27
252,2010,4,22,SWA,SOUTHWEST AIRLINES,B-737-700,KHOU,WILLIAM P HOBBY ARPT,TX,APPROACH,DAY,1900.0,150.0,5.0,ZT1,BLACKBIRD,1,NONE,2010-04-22,210,William P Hobby Airport,46.0,Houston,"-95.27890015, 29.64539909",-95.27890015, 29.64539909,77061,2010-04-22,0,39
253,2010,4,22,SWA,SOUTHWEST AIRLINES,B-737-300,KHOU,WILLIAM P HOBBY ARPT,TX,DESCENT,DUSK,5000.0,245.0,25.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-22,210,William P Hobby Airport,46.0,Houston,"-95.27890015, 29.64539909",-95.27890015, 29.64539909,77061,2010-04-22,0,39
254,2010,4,23,SWA,SOUTHWEST AIRLINES,B-737-300,KTPA,TAMPA INTL,FL,CLIMB,DAY,800.0,160.0,0.0,NE1,GULL,2-10,PRECAUTIONARY LANDING,2010-04-23,86,Tampa International Airport,26.0,Tampa,"-82.533203125, 27.975500106811523",-82.533203125, 27.975500106811523,33607,2010-04-23,0,22
255,2010,4,23,SWA,SOUTHWEST AIRLINES,B-737-700,KMCO,ORLANDO INTL,FL,APPROACH,DAY,10.0,135.0,0.0,I1301,CATTLE EGRET,1,NONE,2010-04-23,214,Orlando International Airport,96.0,Orlando,"-81.30899810791016, 28.429399490356445",-81.30899810791016, 28.429399490356445,32827,2010-04-23,0,28
256,2010,4,23,DAL,DELTA AIR LINES,A-320,KLAX,LOS ANGELES INTL,CA,APPROACH,NIGHT,2600.0,190.0,7.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-23,128,Los Angeles International Airport,125.0,Los Angeles,"-118.407997, 33.942501",-118.407997, 33.942501,90045,2010-04-23,0,34
257,2010,4,23,SWA,SOUTHWEST AIRLINES,B-737-700,KLAX,LOS ANGELES INTL,CA,APPROACH,NIGHT,5000.0,220.0,10.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-23,128,Los Angeles International Airport,125.0,Los Angeles,"-118.407997, 33.942501",-118.407997, 33.942501,90045,2010-04-23,0,34
258,2010,4,23,SKW,SKYWEST AIRLINES,CRJ100/200,KLSE,LA CROSSE MUNICIPAL AIRPORT,WI,APPROACH,DAY,5.0,130.0,0.0,ZX3,SPARROW,1,NONE,2010-04-23,5,La Crosse Municipal Airport,655.0,La Crosse,"-91.256699, 43.879002",-91.256699, 43.879002,54603,2010-04-23,0,41
259,2010,4,23,SWA,SOUTHWEST AIRLINES,B-737-300,KMCI,KANSAS CITY INTL,MO,APPROACH,DAY,5.0,130.0,0.0,O2205,MOURNING DOVE,1,NONE,2010-04-23,151,Kansas City International Airport,1026.0,Kansas City,"-94.713898, 39.2976",-94.713898, 39.2976,64153,2010-04-23,79,52
260,2010,4,23,SWA,SOUTHWEST AIRLINES,B-737-700,KHOU,WILLIAM P HOBBY ARPT,TX,APPROACH,DAY,9000.0,250.0,15.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-23,210,William P Hobby Airport,46.0,Houston,"-95.27890015, 29.64539909",-95.27890015, 29.64539909,77061,2010-04-23,13,47
261,2010,4,24,PVT,PRIVATELY OWNED,PA-46 MALIBU,KCEU,OCONEE COUNTY REGIONAL ARPT,SC,TAKEOFF RUN,NIGHT,0.0,65.0,0.0,1G11,WHITE-TAILED DEER,2-10,OTHER,2010-04-24,2,Oconee County Regional Airport,892.0,Clemson,"-82.8864975, 34.6719017",-82.8864975, 34.6719017,29678,2010-04-24,28,18
262,2010,4,24,SWA,SOUTHWEST AIRLINES,B-737-300,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,CLIMB,DAY,3150.0,235.0,7.5,UNKBM,UNKNOWN MEDIUM BIRD,1,PRECAUTIONARY LANDING,2010-04-24,233,Baltimore/Washington International Thurgood Marshall Airport,146.0,Baltimore,"-76.668297, 39.1754",-76.668297, 39.1754,21240,2010-04-24,5,17
263,2010,4,25,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KMDT,HARRISBURG INTL,PA,CLIMB,DAY,100.0,90.0,0.0,YI005,BARN SWALLOW,1,NONE,2010-04-25,102,Harrisburg International Airport,310.0,Harrisburg,"-76.7633972168, 40.1935005188",-76.7633972168, 40.1935005188,17057,2010-04-25,109,32
264,2010,4,25,SWA,SOUTHWEST AIRLINES,B-737-300,KPDX,PORTLAND INTL (OR),OR,APPROACH,NIGHT,3000.0,240.0,12.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-25,69,Portland International Airport,31.0,Portland,"-122.5979996, 45.58869934",-122.5979996, 45.58869934,97218,2010-04-25,0,11
265,2010,4,25,JBU,JETBLUE AIRWAYS,A-320,KLGB,LONG BEACH-DAUGH FLD,CA,TAKEOFF RUN,DAY,0.0,140.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-25,54,Long Beach /Daugherty Field/ Airport,60.0,Long Beach,"-118.1520004, 33.81769943",-118.1520004, 33.81769943,90807,2010-04-25,0,20
266,2010,4,26,JBU,JETBLUE AIRWAYS,A-320,KLAS,MC CARRAN INTL ARPT,NV,LANDING ROLL,NIGHT,0.0,130.0,0.0,UNKBL,UNKNOWN LARGE BIRD,1,NONE,2010-04-26,39,McCarran International Airport,2181.0,Las Vegas,"-115.1520004, 36.08010101",-115.1520004, 36.08010101,89119,2010-04-26,0,21
267,2010,4,26,SWA,SOUTHWEST AIRLINES,B-737-700,KOAK,METRO OAKLAND INTL,CA,TAKEOFF RUN,DAY,0.0,130.0,0.0,UNKBS,UNKNOWN SMALL BIRD,2-10,NONE,2010-04-26,132,Metropolitan Oakland International Airport,9.0,Oakland,"-122.221001, 37.721298",-122.221001, 37.721298,94621,2010-04-26,0,34
268,2010,4,26,SWA,SOUTHWEST AIRLINES,B-737-300,KDAL,DALLAS LOVE FIELD ARPT,TX,DESCENT,DAY,6500.0,250.0,26.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-26,171,Dallas Love Field,487.0,Dallas,"-96.851799, 32.847099",-96.851799, 32.847099,75235,2010-04-26,0,40
269,2010,4,26,AWE,US AIRWAYS,B-737-400,KORF,NORFOLK INTL,VA,APPROACH,NIGHT,3000.0,210.0,8.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-26,49,Norfolk International Airport,26.0,Norfolk,"-76.20120239257812, 36.89459991455078",-76.20120239257812, 36.89459991455078,23502,2010-04-26,56,40
270,2010,4,26,SWA,SOUTHWEST AIRLINES,B-737-300,KSAT,SAN ANTONIO INTL,TX,APPROACH,NIGHT,5400.0,250.0,18.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-26,136,San Antonio International Airport,809.0,San Antonio,"-98.469803, 29.533701",-98.469803, 29.533701,78216,2010-04-26,0,43
271,2010,4,26,SWA,SOUTHWEST AIRLINES,B-737-300,KSJC,NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,CLIMB,NIGHT,8000.0,210.0,5.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-26,112,Norman Y. Mineta San Jose International Airport,62.0,San Jose,"-121.929001, 37.362598",-121.929001, 37.362598,95110,2010-04-26,0,25
272,2010,4,26,SKW,SKYWEST AIRLINES,CRJ100/200,KLNK,LINCOLN ARPT,NE,APPROACH,DAY,50.0,140.0,0.0,NE1,GULL,2-10,NONE,2010-04-26,23,Lincoln Airport,1219.0,Lincoln,"-96.75920104980469, 40.85100173950195",-96.75920104980469, 40.85100173950195,68524,2010-04-26,0,87
273,2010,4,27,SWA,SOUTHWEST AIRLINES,B-737-700,KBUR,BOB HOPE ARPT,CA,CLIMB,NIGHT,3000.0,210.0,5.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-27,51,Bob Hope Airport,778.0,Burbank,"-118.35900115966797, 34.20069885253906",-118.35900115966797, 34.20069885253906,91505,2010-04-27,3,28
274,2010,4,27,CPZ,COMPASS AIRLINES,EMB-170,KMSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,LANDING ROLL,DAY,0.0,90.0,0.0,O2111,ROCK PIGEON,1,NONE,2010-04-27,131,Minneapolis-St Paul International/Wold-Chamberlain Airport,841.0,Minneapolis,"-93.221802, 44.882",-93.221802, 44.882,55450,2010-04-27,0,24
275,2010,4,28,JBU,JETBLUE AIRWAYS,A-320,KSLC,SALT LAKE CITY INTL,UT,APPROACH,NIGHT,900.0,120.0,2.0,Z6014,HERMIT THRUSH,1,NONE,2010-04-28,123,Salt Lake City International Airport,4227.0,Salt Lake City,"-111.97799682617188, 40.78839874267578",-111.97799682617188, 40.78839874267578,84116,2010-04-28,36,43
276,2010,4,28,SWA,SOUTHWEST AIRLINES,B-737-300,KOKC,WILL ROGERS WORLD ARPT,OK,TAKEOFF RUN,DAY,0.0,170.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-28,53,Will Rogers World Airport,1295.0,Oklahoma City,"-97.60070037841797, 35.39310073852539",-97.60070037841797, 35.39310073852539,73159,2010-04-28,0,89
277,2010,4,28,JBU,JETBLUE AIRWAYS,A-320,KLGB,LONG BEACH-DAUGH FLD,CA,TAKEOFF RUN,DAY,0.0,150.0,0.0,YI013,CAVE SWALLOW,1,NONE,2010-04-28,54,Long Beach /Daugherty Field/ Airport,60.0,Long Beach,"-118.1520004, 33.81769943",-118.1520004, 33.81769943,90807,2010-04-28,13,45
278,2010,4,28,JBU,JETBLUE AIRWAYS,A-320,KLGB,LONG BEACH-DAUGH FLD,CA,LANDING ROLL,DAY,0.0,140.0,0.0,YI013,CAVE SWALLOW,2-10,NONE,2010-04-28,54,Long Beach /Daugherty Field/ Airport,60.0,Long Beach,"-118.1520004, 33.81769943",-118.1520004, 33.81769943,90807,2010-04-28,13,45
279,2010,4,28,CHQ,CHAUTAUQUA AIRLINES,EMB-135,KMKE,GENERAL MITCHELL INTL,WI,APPROACH,DAY,300.0,170.0,4.0,NE1,GULL,1,OTHER,2010-04-28,104,General Mitchell International Airport,723.0,Milwaukee,"-87.89659881591797, 42.947200775146484",-87.89659881591797, 42.947200775146484,53207,2010-04-28,0,31
280,2010,4,28,SWA,SOUTHWEST AIRLINES,B-737-700,KHOU,WILLIAM P HOBBY ARPT,TX,CLIMB,DAY,10000.0,250.0,15.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-28,210,William P Hobby Airport,46.0,Houston,"-95.27890015, 29.64539909",-95.27890015, 29.64539909,77061,2010-04-28,0,24
281,2010,4,29,FDX,FEDEX EXPRESS,A-300,KMEM,MEMPHIS INTL,TN,APPROACH,NIGHT,4700.0,250.0,25.0,UNKB,UNKNOWN BIRD,1,NONE,2010-04-29,299,Memphis International Airport,341.0,Memphis,"-89.97669982910156, 35.04240036010742",-89.97669982910156, 35.04240036010742,38116,2010-04-29,0,68
282,2010,4,29,SWA,SOUTHWEST AIRLINES,B-737-700,KCMH,PORT COLUMBUS INTL,OH,CLIMB,DAWN,2000.0,200.0,10.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-29,71,John Glenn Columbus International Airport,815.0,Columbus,"-82.891899, 39.998001",-82.891899, 39.998001,43219,2010-04-29,0,33
283,2010,4,29,SWA,SOUTHWEST AIRLINES,B-737-700,KRNO,RENO TAHOE INTL,NV,APPROACH,DAY,20.0,140.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-29,24,Reno Tahoe International Airport,4415.0,Reno,"-119.76799774169922, 39.49909973144531",-119.76799774169922, 39.49909973144531,89502,2010-04-29,5,47
284,2010,4,29,1ASQ,ATLANTIC SOUTHEAST,CRJ100/200,KEVV,EVANSVILLE REGIONAL,IN,APPROACH,DAY,20.0,145.0,0.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-04-29,37,Evansville Regional Airport,418.0,Evansville,"-87.5324020386, 38.0369987488",-87.5324020386, 38.0369987488,47725,2010-04-29,0,44
285,2010,4,29,DAL,DELTA AIR LINES,A-320,KSLC,SALT LAKE CITY INTL,UT,APPROACH,DAY,5.0,120.0,0.0,YI009,CLIFF SWALLOW,1,NONE,2010-04-29,123,Salt Lake City International Airport,4227.0,Salt Lake City,"-111.97799682617188, 40.78839874267578",-111.97799682617188, 40.78839874267578,84116,2010-04-29,94,41
286,2010,4,30,SWA,SOUTHWEST AIRLINES,B-737-500,KMDW,CHICAGO MIDWAY INTL ARPT,IL,LANDING ROLL,DAY,0.0,100.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-30,174,Chicago Midway International Airport,620.0,Chicago,"-87.752403, 41.785999",-87.752403, 41.785999,60638,2010-04-30,236,76
287,2010,4,30,SWA,SOUTHWEST AIRLINES,B-737-300,KOMA,EPPLEY AIRFIELD,NE,CLIMB,DUSK,1000.0,210.0,2.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-30,171,Eppley Airfield,984.0,Omaha,"-95.894096, 41.3032",-95.894096, 41.3032,68110,2010-04-30,13,47
288,2010,4,30,FLG*,PINNACLE,CRJ100/200,KOMA,EPPLEY AIRFIELD,NE,LANDING ROLL,DAY,0.0,100.0,0.0,O2205,MOURNING DOVE,2-10,NONE,2010-04-30,171,Eppley Airfield,984.0,Omaha,"-95.894096, 41.3032",-95.894096, 41.3032,68110,2010-04-30,13,47
289,2010,4,30,AAL,AMERICAN AIRLINES,B-737-800,KAUS,AUSTIN-BERGSTROM INTL,TX,TAKEOFF RUN,DUSK,0.0,160.0,0.0,O2205,MOURNING DOVE,1,NONE,2010-04-30,213,Austin Bergstrom International Airport,542.0,Austin,"-97.6698989868164, 30.194499969482422",-97.6698989868164, 30.194499969482422,78719,2010-04-30,0,43
290,2010,4,30,EGF,AMERICAN EAGLE AIRLINES,CRJ700,KXNA,NW ARKANSAS REGIONAL,AR,LANDING ROLL,DAY,0.0,90.0,0.0,UNKBS,UNKNOWN SMALL BIRD,1,NONE,2010-04-30,23,Northwest Arkansas Regional Airport,1287.0,Fayetteville/Springdale/Rogers,"-94.306801, 36.281898",-94.306801, 36.281898,72712,2010-04-30,122,61
291,2010,5,1,DAL,DELTA AIR LINES,B-757-200,KATL,HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,TAKEOFF RUN,NIGHT,0.0,140.0,0.0,K3302,RED-TAILED HAWK,1,NONE,2010-05-01,96,Hartsfield Jackson Atlanta International Airport,1026.0,Atlanta,"-84.428101, 33.6367",-84.428101, 33.6367,30337,2010-05-01,0,44
292,2010,5,1,SWA,SOUTHWEST AIRLINES,B-737-300,KALB,ALBANY INTL,NY,APPROACH,NIGHT,1000.0,135.0,3.0,UNKBM,UNKNOWN MEDIUM BIRD,1,NONE,2010-05-01,37,Albany International Airport,285.0,Albany,"-73.80169677734375, 42.74829864501953",-73.80169677734375, 42.74829864501953,12110,2010-05-01,0,19
